Conditional fertility rates by calendar year, age and birth order
Last modified: 23/05/2024
Code Year  Age       m1x       m2x       m3x       m4x      m5px
SVK  2011   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SVK  2012   12-  0.00000         .         .         .         .
SVK  2012   13   0.00022   0.00000         .         .         .
SVK  2012   14   0.00148   0.07681         .         .         .
SVK  2012   15   0.00547   0.04346         .         .         .
SVK  2012   16   0.01111   0.12201   0.03965         .         .
SVK  2012   17   0.01822   0.17834   0.14119   0.23166         .
SVK  2012   18   0.02080   0.20433   0.18360   0.23548         .
SVK  2012   19   0.02559   0.19708   0.21262   0.15880   0.00000
SVK  2012   20   0.03088   0.16321   0.22499   0.26803   0.14120
SVK  2012   21   0.03026   0.13821   0.22014   0.20492   0.16215
SVK  2012   22   0.03524   0.11160   0.16151   0.23285   0.28074
SVK  2012   23   0.03914   0.10202   0.12081   0.18707   0.22458
SVK  2012   24   0.04668   0.10658   0.09528   0.16303   0.23834
SVK  2012   25   0.05859   0.10677   0.07791   0.16034   0.26822
SVK  2012   26   0.07230   0.10578   0.07208   0.15522   0.23091
SVK  2012   27   0.09116   0.11003   0.06452   0.10021   0.19600
SVK  2012   28   0.10318   0.11123   0.05301   0.07860   0.21785
SVK  2012   29   0.10810   0.11410   0.05253   0.07437   0.16245
SVK  2012   30   0.11755   0.11390   0.04522   0.05011   0.15099
SVK  2012   31   0.10923   0.12250   0.04248   0.05486   0.14240
SVK  2012   32   0.10808   0.11272   0.03784   0.04171   0.12934
SVK  2012   33   0.09746   0.10805   0.03408   0.03885   0.10774
SVK  2012   34   0.09006   0.09131   0.02991   0.03625   0.08977
SVK  2012   35   0.08570   0.07754   0.02782   0.03464   0.07961
SVK  2012   36   0.07182   0.06350   0.02457   0.02416   0.07698
SVK  2012   37   0.05411   0.04341   0.02028   0.02109   0.06359
SVK  2012   38   0.04301   0.03003   0.01557   0.01521   0.05085
SVK  2012   39   0.03355   0.02348   0.00926   0.01112   0.03665
SVK  2012   40   0.02319   0.01292   0.00755   0.00844   0.03726
SVK  2012   41   0.01893   0.01018   0.00479   0.00522   0.01917
SVK  2012   42   0.01050   0.00517   0.00179   0.00350   0.01600
SVK  2012   43   0.00541   0.00329   0.00123   0.00270   0.01033
SVK  2012   44   0.00364   0.00189   0.00065   0.00176   0.00514
SVK  2012   45   0.00370   0.00063   0.00063   0.00017   0.00065
SVK  2012   46   0.00179   0.00032   0.00018   0.00078   0.00093
SVK  2012   47   0.00075   0.00016   0.00000   0.00029   0.00029
SVK  2012   48   0.00053   0.00000   0.00000   0.00014   0.00055
SVK  2012   49   0.00057   0.00000   0.00000   0.00000   0.00000
SVK  2012   50   0.00056   0.00000   0.00006   0.00000   0.00000
SVK  2012   51   0.00027   0.00000   0.00000   0.00000   0.00000
SVK  2012   52   0.00000   0.00000   0.00000   0.00000   0.00000
SVK  2012   53   0.00027   0.00000   0.00000   0.00000   0.00000
SVK  2012   54   0.00000   0.00000   0.00000   0.00000   0.00000
SVK  2012   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SVK  2013   12-  0.00000         .         .         .         .
SVK  2013   13   0.00004         .         .         .         .
SVK  2013   14   0.00131   0.04260         .         .         .
SVK  2013   15   0.00437   0.08585         .         .         .
SVK  2013   16   0.01294   0.13332   0.00000         .         .
SVK  2013   17   0.01880   0.14408   0.13909         .         .
SVK  2013   18   0.02337   0.21455   0.20866   0.18841         .
SVK  2013   19   0.02636   0.18270   0.20460   0.17611   0.27917
SVK  2013   20   0.03025   0.15649   0.24039   0.22913   0.21748
SVK  2013   21   0.03153   0.13613   0.20982   0.17995   0.25572
SVK  2013   22   0.03537   0.11416   0.16455   0.21185   0.25984
SVK  2013   23   0.03954   0.10636   0.13218   0.19923   0.27250
SVK  2013   24   0.04719   0.10539   0.09853   0.19475   0.22245
SVK  2013   25   0.05777   0.10321   0.07910   0.13833   0.21234
SVK  2013   26   0.07036   0.10777   0.07043   0.10964   0.21507
SVK  2013   27   0.08657   0.10750   0.05792   0.10656   0.18597
SVK  2013   28   0.10094   0.11015   0.05404   0.06609   0.21651
SVK  2013   29   0.10837   0.11984   0.04842   0.06361   0.15601
SVK  2013   30   0.11350   0.11642   0.04505   0.05178   0.15073
SVK  2013   31   0.11284   0.11574   0.04363   0.05721   0.11707
SVK  2013   32   0.10858   0.11122   0.04033   0.04979   0.13966
SVK  2013   33   0.10103   0.10392   0.03438   0.03760   0.11115
SVK  2013   34   0.09040   0.08871   0.03198   0.03581   0.08851
SVK  2013   35   0.08775   0.07769   0.02978   0.03470   0.08673
SVK  2013   36   0.07310   0.06085   0.02407   0.02374   0.07520
SVK  2013   37   0.05922   0.04762   0.01828   0.02114   0.05332
SVK  2013   38   0.05315   0.03469   0.01598   0.01657   0.04805
SVK  2013   39   0.03681   0.02309   0.01019   0.01375   0.04318
SVK  2013   40   0.02867   0.01469   0.00697   0.00892   0.02756
SVK  2013   41   0.01642   0.00855   0.00572   0.00740   0.01607
SVK  2013   42   0.01121   0.00660   0.00277   0.00445   0.01267
SVK  2013   43   0.00819   0.00323   0.00186   0.00276   0.00741
SVK  2013   44   0.00693   0.00158   0.00090   0.00198   0.00480
SVK  2013   45   0.00235   0.00094   0.00013   0.00053   0.00240
SVK  2013   46   0.00185   0.00000   0.00013   0.00033   0.00032
SVK  2013   47   0.00102   0.00000   0.00006   0.00016   0.00062
SVK  2013   48   0.00025   0.00000   0.00006   0.00000   0.00000
SVK  2013   49   0.00053   0.00000   0.00006   0.00000   0.00000
SVK  2013   50   0.00086   0.00000   0.00000   0.00000   0.00000
SVK  2013   51   0.00000   0.00000   0.00000   0.00000   0.00000
SVK  2013   52   0.00054   0.00000   0.00000   0.00000   0.00000
SVK  2013   53   0.00000   0.00000   0.00000   0.00000   0.00000
SVK  2013   54   0.00000   0.00000   0.00000   0.00000   0.00000
SVK  2013   55+  0.00000   0.00000   0.00000   0.00000   0.00000
SVK  2014   12-  0.00000         .         .         .         .
SVK  2014   13   0.00035         .         .         .         .
SVK  2014   14   0.00128   0.04264         .         .         .
SVK  2014   15   0.00608   0.05027         .         .         .
SVK  2014   16   0.01351   0.10931   0.13575         .         .
SVK  2014   17   0.02145   0.16467   0.16000   0.00000         .
SVK  2014   18   0.02570   0.22658   0.13296   0.08868         .
SVK  2014   19   0.02607   0.19693   0.24509   0.13295   0.07683
SVK  2014   20   0.03066   0.16498   0.22091   0.16558   0.17895
SVK  2014   21   0.03162   0.14736   0.20150   0.23038   0.18732
SVK  2014   22   0.03532   0.11173   0.18206   0.23677   0.21726
SVK  2014   23   0.03868   0.10566   0.13088   0.20769   0.27888
SVK  2014   24   0.04532   0.10201   0.11764   0.13177   0.24281
SVK  2014   25   0.05638   0.09513   0.09329   0.12301   0.26178
SVK  2014   26   0.06898   0.09986   0.07473   0.10135   0.22257
SVK  2014   27   0.08463   0.10824   0.05976   0.08879   0.21930
SVK  2014   28   0.09866   0.11084   0.05186   0.08030   0.17346
SVK  2014   29   0.11108   0.11277   0.04798   0.06512   0.18761
SVK  2014   30   0.11677   0.11971   0.04735   0.06848   0.19336
SVK  2014   31   0.11671   0.11611   0.04309   0.04789   0.14978
SVK  2014   32   0.11147   0.11470   0.04010   0.04149   0.12833
SVK  2014   33   0.09824   0.10246   0.03536   0.03669   0.11398
SVK  2014   34   0.09346   0.08823   0.03513   0.03557   0.09196
SVK  2014   35   0.09268   0.07899   0.02890   0.03443   0.09542
SVK  2014   36   0.07774   0.06550   0.02501   0.02827   0.07350
SVK  2014   37   0.06448   0.04833   0.01965   0.02460   0.07133
SVK  2014   38   0.05477   0.03652   0.01554   0.01794   0.05242
SVK  2014   39   0.04197   0.02327   0.01098   0.01636   0.03769
SVK  2014   40   0.02577   0.01552   0.00821   0.01065   0.03073
SVK  2014   41   0.02007   0.00846   0.00465   0.00921   0.02003
